Experience,Education,JobRole,Location,Country,Salary_Monthly_USD,Salary_Annual_USD
7,Master,Data Scientist,Delhi,India,5315,63782
7,Bachelor,Cloud Engineer,Edinburgh,UK,11013,132159
2,Master,Software Engineer,Kuala Lumpur,Malaysia,5118,61417
4,PhD,Cloud Engineer,Osaka,Japan,14770,177244
3,PhD,Software Engineer,Montreal,Canada,11805,141670
7,Bachelor,Cloud Engineer,Dublin,Ireland,16427,197133
6,Master,Data Analyst,Paris,France,9775,117308
9,Master,Cybersecurity,Zurich,Switzerland,24655,295861
3,PhD,Data Scientist,Seattle,USA,20844,250135
5,PhD,Software Engineer,Lyon,France,13469,161628
2,PhD,Software Engineer,Stockholm,Sweden,12173,146085
7,PhD,Data Analyst,Birmingham,UK,12186,146236
9,Master,Data Analyst,Dublin,Ireland,14814,177774
1,PhD,Data Scientist,Luxembourg,Luxembourg,18940,227282
0,PhD,Cybersecurity,Singapore,Singapore,15960,191520
4,Master,Software Engineer,Singapore,Singapore,14756,177078
10,Master,Cybersecurity,Dublin,Ireland,18327,219934
9,Bachelor,Data Analyst,Berlin,Germany,11887,142650
12,Bachelor,Software Engineer,Barcelona,Spain,11766,141192
8,PhD,Data Scientist,Manchester,UK,11528,138336
11,Bachelor,Data Scientist,Stockholm,Sweden,14500,174006
2,Master,ML Engineer,Stockholm,Sweden,13066,156800
12,Master,Cloud Engineer,Dublin,Ireland,21094,253129
2,PhD,Cloud Engineer,Tokyo,Japan,13519,162229
0,PhD,Cloud Engineer,Manchester,UK,8937,107250
1,Master,Software Engineer,Luxembourg,Luxembourg,15848,190183
12,Bachelor,Data Analyst,Amsterdam,Netherlands,15969,191634
2,PhD,ML Engineer,Singapore,Singapore,18369,220435
3,Bachelor,Software Engineer,Paris,France,10158,121898
8,Bachelor,Data Analyst,Dublin,Ireland,13169,158036
7,Master,Cloud Engineer,Osaka,Japan,14294,171528
10,PhD,ML Engineer,Osaka,Japan,19851,238212
9,PhD,Software Engineer,Toronto,Canada,15923,191084
3,Master,ML Engineer,Madrid,Spain,8851,106221
5,PhD,Data Analyst,Amsterdam,Netherlands,13881,166578
9,PhD,Data Scientist,Brisbane,Australia,22001,264013
8,Bachelor,Software Engineer,Dublin,Ireland,15025,180308
5,PhD,Cybersecurity,Dublin,Ireland,16110,193326
1,PhD,Cybersecurity,Luxembourg,Luxembourg,19057,228684
6,PhD,Software Engineer,Zurich,Switzerland,22807,273693
7,Bachelor,Cloud Engineer,Amsterdam,Netherlands,14444,173328
6,PhD,Cybersecurity,Abu Dhabi,UAE,16954,203457
10,Master,Cloud Engineer,Mumbai,India,11207,134486
12,Bachelor,Cloud Engineer,Madrid,Spain,9298,111578
11,Master,Data Scientist,Kuala Lumpur,Malaysia,11086,133039
6,Master,Cloud Engineer,Geneva,Switzerland,21187,254245
9,PhD,Cloud Engineer,Austin,USA,21963,263566
10,Master,ML Engineer,Osaka,Japan,19014,228173
7,PhD,Data Scientist,Luxembourg,Luxembourg,22369,268430
10,Bachelor,Software Engineer,Madrid,Spain,11876,142520
12,Master,Data Analyst,Abu Dhabi,UAE,19409,232914
4,Master,Data Scientist,Abu Dhabi,UAE,13863,166359
9,Master,Data Scientist,Geneva,Switzerland,23379,280556
2,PhD,Cybersecurity,Luxembourg,Luxembourg,20008,240098
10,Master,Cloud Engineer,Kuala Lumpur,Malaysia,9558,114697
10,Master,Software Engineer,New York,USA,22344,268136
6,Bachelor,Cloud Engineer,Stockholm,Sweden,14125,169506
4,Master,Cybersecurity,Frankfurt,Germany,13612,163354
4,Master,Software Engineer,Abu Dhabi,UAE,13711,164542
3,Master,Cloud Engineer,Zurich,Switzerland,22895,274741
11,Master,Cloud Engineer,Manchester,UK,12546,150560
8,Bachelor,Software Engineer,Stockholm,Sweden,11554,138656
6,Master,Data Scientist,Geneva,Switzerland,21215,254588
7,PhD,Software Engineer,Zurich,Switzerland,25944,311335
2,Bachelor,Data Analyst,Barcelona,Spain,5633,67596
1,Master,ML Engineer,Chicago,USA,16542,198513
5,Bachelor,Cybersecurity,Chennai,India,3863,46360
5,Master,Data Scientist,Chicago,USA,18128,217541
8,Master,Software Engineer,Osaka,Japan,11594,139136
7,Bachelor,ML Engineer,Singapore,Singapore,19851,238217
1,Bachelor,Data Scientist,Geneva,Switzerland,17234,206818
11,Bachelor,ML Engineer,Chennai,India,6159,73916
12,Bachelor,Cybersecurity,Pune,India,11998,143976
5,Master,Cloud Engineer,Perth,Australia,16182,194188
12,Master,Software Engineer,Edinburgh,UK,13411,160936
8,Bachelor,ML Engineer,Sydney,Australia,17662,211944
0,Master,ML Engineer,Mumbai,India,2860,34320
5,PhD,Cybersecurity,Kuala Lumpur,Malaysia,6077,72930
0,Bachelor,Data Analyst,Zurich,Switzerland,13500,162000
1,PhD,Cloud Engineer,Dublin,Ireland,15544,186535
8,Master,Software Engineer,Singapore,Singapore,18204,218455
8,Master,Cybersecurity,Tokyo,Japan,15958,191505
1,Master,Software Engineer,Chicago,USA,13986,167836
5,Master,ML Engineer,Geneva,Switzerland,24515,294184
4,Master,Data Analyst,Barcelona,Spain,6169,74030
8,Bachelor,Cybersecurity,Stockholm,Sweden,15789,189472
11,PhD,Software Engineer,Stockholm,Sweden,15268,183216
1,Bachelor,Data Scientist,Singapore,Singapore,14129,169548
8,Bachelor,Data Scientist,Dubai,UAE,13798,165584
8,Bachelor,ML Engineer,Manchester,UK,11040,132486
5,Bachelor,Software Engineer,Stockholm,Sweden,11349,136195
8,PhD,Data Analyst,Stockholm,Sweden,13016,156201
3,Bachelor,Cloud Engineer,Perth,Australia,13798,165580
6,Master,Cloud Engineer,Paris,France,13840,166091
7,Master,Data Analyst,Dublin,Ireland,13780,165371
8,Master,ML Engineer,Munich,Germany,15430,185169
5,Bachelor,Data Scientist,Stockholm,Sweden,13406,160880
0,Bachelor,Data Scientist,Brisbane,Australia,11000,132000
4,Master,Data Analyst,Dublin,Ireland,11223,134679
8,PhD,ML Engineer,Paris,France,15528,186340
5,Master,Software Engineer,Dublin,Ireland,14110,169328
8,PhD,Data Scientist,Rotterdam,Netherlands,15754,189052
11,Bachelor,ML Engineer,Madrid,Spain,9733,116798
5,PhD,Data Analyst,Sydney,Australia,14166,169998
3,Master,ML Engineer,Luxembourg,Luxembourg,20640,247682
10,Master,Data Analyst,Luxembourg,Luxembourg,16365,196383
3,PhD,Cybersecurity,Perth,Australia,15682,188193
10,PhD,Data Analyst,Singapore,Singapore,19904,238848
2,PhD,Data Analyst,Stockholm,Sweden,10358,124305
3,PhD,Cloud Engineer,Bangalore,India,4466,53594
8,Master,Data Scientist,Montreal,Canada,16507,198088
7,Master,Software Engineer,Hyderabad,India,5676,68115
5,Bachelor,Cybersecurity,Luxembourg,Luxembourg,17885,214625
7,Bachelor,Data Analyst,Vancouver,Canada,11024,132299
1,PhD,ML Engineer,Dublin,Ireland,15951,191419
11,Bachelor,Cloud Engineer,Pune,India,6815,81785
0,PhD,Data Analyst,Lyon,France,6930,83160
10,Bachelor,Cybersecurity,Austin,USA,20640,247690
9,PhD,Software Engineer,Abu Dhabi,UAE,15710,188521
10,PhD,Software Engineer,Singapore,Singapore,20805,249660
12,Bachelor,Cybersecurity,Frankfurt,Germany,17071,204852
10,Bachelor,ML Engineer,Edinburgh,UK,11410,136920
9,PhD,Data Scientist,Mumbai,India,8490,101887
9,Bachelor,Cloud Engineer,Munich,Germany,15441,185296
8,Master,Software Engineer,Rotterdam,Netherlands,13694,164331
1,Bachelor,ML Engineer,Lyon,France,9172,110066
12,PhD,ML Engineer,Berlin,Germany,17474,209697
12,PhD,ML Engineer,Dublin,Ireland,25189,302270
8,PhD,Data Analyst,London,UK,13136,157636
0,Master,Data Scientist,Singapore,Singapore,14630,175560
5,Master,Data Analyst,Zurich,Switzerland,18831,225978
5,Bachelor,Cybersecurity,Luxembourg,Luxembourg,16761,201140
5,PhD,Data Scientist,Paris,France,14637,175644
6,Bachelor,Data Analyst,Paris,France,11029,132348
0,Bachelor,Data Analyst,Luxembourg,Luxembourg,11550,138600
9,Bachelor,ML Engineer,Frankfurt,Germany,16244,194937
4,PhD,Data Scientist,Dublin,Ireland,16732,200788
8,Bachelor,Cybersecurity,Geneva,Switzerland,22806,273680
2,PhD,Software Engineer,Edinburgh,UK,9419,113037
11,Bachelor,Cloud Engineer,Mumbai,India,8102,97232
1,Master,Software Engineer,Tokyo,Japan,10647,127767
2,Bachelor,Software Engineer,Madrid,Spain,5908,70896
8,PhD,Cloud Engineer,Montreal,Canada,19411,232941
11,Master,Data Analyst,Dublin,Ireland,19340,232086
8,Bachelor,Software Engineer,Amsterdam,Netherlands,14863,178358
12,Master,ML Engineer,Paris,France,18898,226780
5,Bachelor,Data Scientist,Amsterdam,Netherlands,13338,160060
4,Master,Software Engineer,Madrid,Spain,8519,102238
6,Bachelor,Data Scientist,Stockholm,Sweden,14090,169080
5,Master,ML Engineer,Delhi,India,4854,58250
7,Bachelor,Data Analyst,Edinburgh,UK,10796,129562
12,PhD,Data Analyst,Edinburgh,UK,13846,166154
2,PhD,Software Engineer,Paris,France,11174,134088
5,Master,Cybersecurity,Manchester,UK,11190,134288
8,PhD,Data Analyst,Geneva,Switzerland,20021,240259
5,Bachelor,Data Analyst,Rotterdam,Netherlands,11340,136085
1,Master,Software Engineer,Zurich,Switzerland,18619,223434
10,Master,Data Scientist,Stockholm,Sweden,18274,219296
5,Master,Data Analyst,Munich,Germany,11188,134266
8,PhD,Software Engineer,Singapore,Singapore,18742,224913
11,Master,Data Scientist,Melbourne,Australia,20671,248061
0,PhD,Cybersecurity,Dublin,Ireland,14040,168480
3,Master,ML Engineer,Vancouver,Canada,16072,192865
12,Bachelor,Data Analyst,Barcelona,Spain,14399,172788
7,PhD,Cloud Engineer,Vancouver,Canada,16867,202405
1,Bachelor,Cloud Engineer,Dublin,Ireland,12835,154023
2,Master,Software Engineer,Tokyo,Japan,10507,126093
11,Bachelor,Data Scientist,Perth,Australia,14070,168850
5,Bachelor,Cybersecurity,Hyderabad,India,4910,58920
10,Master,Cloud Engineer,Luxembourg,Luxembourg,21235,254826
6,Bachelor,Cloud Engineer,Dubai,UAE,14034,168413
12,Master,ML Engineer,Dublin,Ireland,19209,230511
10,PhD,Data Analyst,Kuala Lumpur,Malaysia,12378,148536
7,Bachelor,Data Scientist,Sydney,Australia,17736,212833
0,Bachelor,Data Scientist,Seattle,USA,15600,187200
7,Bachelor,Software Engineer,Frankfurt,Germany,11846,142154
11,Master,Cybersecurity,Amsterdam,Netherlands,18916,227002
2,Bachelor,Cloud Engineer,Perth,Australia,12583,151004
2,PhD,Data Scientist,Edinburgh,UK,10281,123379
0,Bachelor,Data Analyst,Amsterdam,Netherlands,8287,99450
8,PhD,Cybersecurity,Kuala Lumpur,Malaysia,9838,118060
1,PhD,Cybersecurity,Geneva,Switzerland,20865,250388
11,Master,Data Analyst,Toronto,Canada,12139,145676
3,PhD,Data Scientist,Seattle,USA,20205,242463
1,Bachelor,ML Engineer,Dublin,Ireland,13270,159249
12,Master,ML Engineer,Stockholm,Sweden,20060,240728
10,Bachelor,Cybersecurity,Vancouver,Canada,15862,190350
10,Bachelor,Data Analyst,Frankfurt,Germany,14251,171020
6,Master,Software Engineer,Stockholm,Sweden,13842,166115
3,PhD,Cybersecurity,Hamburg,Germany,12832,153993
6,Master,Cloud Engineer,Dublin,Ireland,17469,209635
8,Bachelor,Software Engineer,Frankfurt,Germany,13239,158872
6,PhD,Cloud Engineer,Kuala Lumpur,Malaysia,8362,100353
6,Bachelor,ML Engineer,Osaka,Japan,13580,162960
2,PhD,Software Engineer,Brisbane,Australia,13120,157447
2,PhD,Cloud Engineer,Pune,India,4426,53116
2,PhD,Data Analyst,Osaka,Japan,8778,105345
8,Bachelor,Data Analyst,Stockholm,Sweden,13348,160176
6,Bachelor,ML Engineer,Montreal,Canada,12864,154374
8,Master,Data Analyst,Vancouver,Canada,14377,172528
3,PhD,Software Engineer,Dublin,Ireland,13975,167709
3,Bachelor,Data Scientist,Madrid,Spain,7201,86412
1,Bachelor,ML Engineer,Paris,France,10487,125849
0,PhD,Cybersecurity,Lyon,France,9240,110880
7,Bachelor,Cloud Engineer,Geneva,Switzerland,20427,245126
5,Bachelor,Data Analyst,Madrid,Spain,5564,66775
11,Bachelor,Software Engineer,Dubai,UAE,15563,186758
12,Bachelor,Data Scientist,Melbourne,Australia,21208,254496
8,PhD,Cloud Engineer,Rotterdam,Netherlands,18923,227083
1,Bachelor,Cloud Engineer,Dublin,Ireland,12824,153898
9,Master,Data Scientist,Singapore,Singapore,17110,205329
5,Bachelor,Cloud Engineer,Abu Dhabi,UAE,14255,171060
10,PhD,Software Engineer,Paris,France,15747,188964
10,Master,ML Engineer,Barcelona,Spain,10075,120901
2,Master,ML Engineer,Kuala Lumpur,Malaysia,5696,68358
0,PhD,Cloud Engineer,Stockholm,Sweden,12000,144000
0,PhD,Cloud Engineer,Edinburgh,UK,8937,107250
4,PhD,Software Engineer,Tokyo,Japan,14150,169807
4,Master,Cloud Engineer,Frankfurt,Germany,14173,170077
2,Master,Cloud Engineer,Lyon,France,9519,114237
11,PhD,Software Engineer,Amsterdam,Netherlands,17974,215688
2,Bachelor,Data Scientist,Luxembourg,Luxembourg,16991,203894
11,PhD,ML Engineer,Stockholm,Sweden,21501,258013
8,PhD,Software Engineer,Singapore,Singapore,17870,214449
5,Bachelor,Software Engineer,Chicago,USA,16145,193740
12,Master,Cloud Engineer,Osaka,Japan,16731,200772
12,Bachelor,Cybersecurity,Dublin,Ireland,15154,181848
1,Master,Software Engineer,Barcelona,Spain,6951,83413
1,Bachelor,Cybersecurity,Perth,Australia,11561,138736
11,Master,ML Engineer,Tokyo,Japan,16530,198364
1,Master,Data Scientist,Dublin,Ireland,13684,164212
0,Bachelor,Data Scientist,Paris,France,9100,109200
12,Bachelor,Software Engineer,Toronto,Canada,19146,229752
9,Bachelor,Cloud Engineer,Rotterdam,Netherlands,16706,200472
0,PhD,Cybersecurity,Montreal,Canada,11880,142560
3,Bachelor,Cybersecurity,Edinburgh,UK,8165,97983
1,Master,Data Scientist,Munich,Germany,12109,145312
10,Master,ML Engineer,Kuala Lumpur,Malaysia,6702,80432
1,PhD,Data Analyst,Toronto,Canada,10201,122415
0,Master,ML Engineer,Singapore,Singapore,15849,190190
1,PhD,Data Analyst,Stockholm,Sweden,9560,114720
9,PhD,Software Engineer,Mumbai,India,9828,117939
0,Master,ML Engineer,Madrid,Spain,6554,78650
4,Bachelor,Data Analyst,Stockholm,Sweden,8795,105544
4,Master,Cloud Engineer,Dublin,Ireland,16707,200492
0,Bachelor,Cybersecurity,Osaka,Japan,9000,108000
9,PhD,Cybersecurity,Dublin,Ireland,19950,239403
0,Master,ML Engineer,Zurich,Switzerland,21450,257400
0,PhD,Data Analyst,Stockholm,Sweden,8640,103680
11,Bachelor,Software Engineer,Madrid,Spain,10114,121374
12,Master,ML Engineer,Geneva,Switzerland,24896,298755
8,PhD,Cloud Engineer,Luxembourg,Luxembourg,22060,264724
10,Bachelor,Cybersecurity,Zurich,Switzerland,24735,296830
7,Master,ML Engineer,Kuala Lumpur,Malaysia,8807,105694
5,Bachelor,Software Engineer,Edinburgh,UK,10683,128200
9,Bachelor,Data Scientist,Stockholm,Sweden,11997,143964
5,PhD,Data Analyst,Luxembourg,Luxembourg,17394,208728
5,Bachelor,Cybersecurity,Chicago,USA,16537,198445
9,Bachelor,Software Engineer,Stockholm,Sweden,14621,175458
5,PhD,Data Analyst,Melbourne,Australia,13201,158418
3,Master,Cybersecurity,Sydney,Australia,16089,193079
2,PhD,Data Scientist,Chennai,India,3747,44971
6,PhD,Cybersecurity,Perth,Australia,18616,223401
1,PhD,ML Engineer,Berlin,Germany,11882,142584
11,Bachelor,Data Analyst,Dubai,UAE,11403,136839
2,Bachelor,Data Analyst,Osaka,Japan,7525,90304
0,PhD,Cloud Engineer,Geneva,Switzerland,21000,252000
5,Master,ML Engineer,Abu Dhabi,UAE,15379,184552
2,PhD,Data Scientist,Brisbane,Australia,14782,177393
5,Bachelor,Data Analyst,Luxembourg,Luxembourg,15223,182680
0,Bachelor,Software Engineer,Luxembourg,Luxembourg,14116,169400
2,Master,Software Engineer,Abu Dhabi,UAE,11191,134303
10,Master,ML Engineer,Singapore,Singapore,24226,290719
1,Bachelor,ML Engineer,Barcelona,Spain,6930,83169
3,PhD,Data Analyst,Luxembourg,Luxembourg,15844,190130
5,Bachelor,Data Scientist,Manchester,UK,10900,130800
12,PhD,Cybersecurity,Osaka,Japan,17416,209001
11,Master,Cybersecurity,Dubai,UAE,18836,226034
3,PhD,Software Engineer,Brisbane,Australia,14155,169867
7,Bachelor,Data Scientist,Kuala Lumpur,Malaysia,8539,102474
6,PhD,Data Analyst,Amsterdam,Netherlands,14262,171144
10,Bachelor,Cybersecurity,Vancouver,Canada,18854,226250
1,PhD,Data Scientist,Boston,USA,18168,218023
7,Master,Cloud Engineer,Osaka,Japan,13295,159547
1,PhD,Cybersecurity,Stockholm,Sweden,12139,145672
6,Master,Cybersecurity,Stockholm,Sweden,14529,174352
9,Bachelor,Data Analyst,Boston,USA,17818,213822
11,Master,ML Engineer,Edinburgh,UK,11671,140057
10,Master,Cloud Engineer,Hyderabad,India,6002,72028
0,PhD,Data Scientist,Munich,Germany,12480,149760
9,Bachelor,Software Engineer,Luxembourg,Luxembourg,19440,233282
4,PhD,Data Scientist,Chennai,India,4924,59092
5,Master,Software Engineer,Paris,France,11555,138671
10,Bachelor,Cloud Engineer,Manchester,UK,11867,142405
1,Bachelor,Data Scientist,Luxembourg,Luxembourg,15891,190700
9,Master,Cybersecurity,Barcelona,Spain,10900,130808
12,PhD,Data Scientist,Amsterdam,Netherlands,20917,251006
12,Bachelor,Cybersecurity,Zurich,Switzerland,24354,292248
5,PhD,ML Engineer,Rotterdam,Netherlands,16690,200286
7,Master,Data Scientist,Dublin,Ireland,15013,180165
3,PhD,Cybersecurity,Tokyo,Japan,13419,161038
9,Master,ML Engineer,Luxembourg,Luxembourg,26119,313438
3,Bachelor,Software Engineer,Dubai,UAE,11121,133460
1,Bachelor,ML Engineer,Frankfurt,Germany,10826,129913
5,PhD,Data Scientist,Stockholm,Sweden,14663,175962
7,PhD,Cloud Engineer,Stockholm,Sweden,15250,183001
7,Master,Cybersecurity,Tokyo,Japan,15473,185687
11,Master,ML Engineer,Stockholm,Sweden,20184,242211
2,Bachelor,Cybersecurity,Toronto,Canada,11924,143096
3,Bachelor,Data Analyst,Hamburg,Germany,8413,100956
4,PhD,Data Analyst,Boston,USA,16733,200798
1,Master,ML Engineer,Montreal,Canada,12335,148028
11,Master,Data Analyst,New York,USA,21445,257348
12,PhD,Data Scientist,Singapore,Singapore,27686,332236
2,PhD,Cloud Engineer,Toronto,Canada,14894,178732
8,PhD,Cloud Engineer,Dubai,UAE,16390,196681
1,Bachelor,Cybersecurity,Osaka,Japan,9305,111662
2,PhD,Data Analyst,Stockholm,Sweden,9474,113695
11,Bachelor,Data Scientist,Edinburgh,UK,12241,146894
0,Master,Data Analyst,Dublin,Ireland,9652,115830
7,Bachelor,Data Analyst,Stockholm,Sweden,9525,114309
9,Master,Data Scientist,Hamburg,Germany,17053,204636
9,Master,Software Engineer,Bangalore,India,6264,75168
3,Master,Cybersecurity,Seattle,USA,19377,232524
3,Bachelor,Software Engineer,Edinburgh,UK,8648,103784
11,PhD,Data Analyst,Mumbai,India,7671,92052
8,PhD,Data Scientist,Montreal,Canada,15538,186460
6,Bachelor,Cloud Engineer,Kuala Lumpur,Malaysia,8136,97632
4,Bachelor,ML Engineer,Dublin,Ireland,14249,170988
3,Master,Data Analyst,Frankfurt,Germany,9995,119941
10,Master,Data Analyst,Austin,USA,19405,232870
8,PhD,Cloud Engineer,Barcelona,Spain,13824,165888
9,Bachelor,Software Engineer,Kuala Lumpur,Malaysia,9864,118371
1,Master,Software Engineer,Frankfurt,Germany,10294,123532
1,PhD,Software Engineer,Barcelona,Spain,7036,84434
5,Master,Cloud Engineer,Dublin,Ireland,17984,215814
1,Master,Cloud Engineer,Singapore,Singapore,16011,192138
6,PhD,Data Scientist,Rotterdam,Netherlands,17016,204199
10,PhD,Data Analyst,Dublin,Ireland,16931,203172
6,PhD,Cloud Engineer,Mumbai,India,4910,58924
6,Master,Cloud Engineer,Singapore,Singapore,20240,242882
1,Master,Cloud Engineer,Madrid,Spain,6796,81557
5,Bachelor,Data Analyst,Melbourne,Australia,11210,134530
6,PhD,Cloud Engineer,Melbourne,Australia,19255,231062
6,PhD,ML Engineer,Dublin,Ireland,19495,233942
7,PhD,Software Engineer,Manchester,UK,13765,165183
0,Master,ML Engineer,Luxembourg,Luxembourg,18351,220220
4,Master,Data Analyst,Tokyo,Japan,10783,129406
1,Bachelor,Data Scientist,Boston,USA,15147,181773
0,PhD,Cloud Engineer,Kuala Lumpur,Malaysia,4125,49500
10,Bachelor,Cloud Engineer,Tokyo,Japan,18202,218425
1,Master,ML Engineer,Toronto,Canada,13245,158943
9,Master,Software Engineer,Stockholm,Sweden,14984,179817
0,Master,Data Analyst,Kuala Lumpur,Malaysia,2722,32670
0,Master,Data Analyst,Vancouver,Canada,9652,115830
11,Bachelor,Cybersecurity,Barcelona,Spain,8864,106375
2,Master,ML Engineer,Tokyo,Japan,12764,153177
6,Bachelor,Cybersecurity,Lyon,France,10903,130842
2,Bachelor,ML Engineer,Barcelona,Spain,7840,94080
8,Master,Cybersecurity,Singapore,Singapore,17090,205084
6,Master,Cybersecurity,Vancouver,Canada,16896,202758
5,Bachelor,Data Scientist,Chicago,USA,14602,175235
6,Bachelor,ML Engineer,Madrid,Spain,8798,105580
9,Master,Data Scientist,Zurich,Switzerland,22822,273873
9,PhD,Cybersecurity,Osaka,Japan,14085,169020
3,Bachelor,Cybersecurity,Barcelona,Spain,8485,101829
5,Bachelor,Data Analyst,Tokyo,Japan,10118,121425
1,Bachelor,Software Engineer,Montreal,Canada,9331,111972
4,PhD,Cybersecurity,Luxembourg,Luxembourg,20070,240844
8,Bachelor,Data Analyst,Osaka,Japan,9690,116280
12,Bachelor,Cloud Engineer,Geneva,Switzerland,22501,270012
6,PhD,Data Analyst,Toronto,Canada,13800,165600
8,PhD,Data Scientist,Sydney,Australia,21559,258710
12,Bachelor,Cybersecurity,Rotterdam,Netherlands,15919,191028
4,Bachelor,Software Engineer,Luxembourg,Luxembourg,15819,189836
6,Master,Cybersecurity,Dublin,Ireland,15683,188199
5,PhD,Software Engineer,Toronto,Canada,15311,183738
3,PhD,Data Analyst,Rotterdam,Netherlands,10989,131868
9,Master,Cloud Engineer,Montreal,Canada,16105,193267
1,PhD,Data Analyst,Stockholm,Sweden,9477,113725
5,PhD,Cybersecurity,Luxembourg,Luxembourg,20473,245682
6,Bachelor,ML Engineer,Kuala Lumpur,Malaysia,7998,95982
11,PhD,Data Scientist,Dubai,UAE,23430,281167
4,Bachelor,Cloud Engineer,Osaka,Japan,11011,132136
6,Master,Cybersecurity,Stockholm,Sweden,14733,176807
3,Master,Data Scientist,Paris,France,12312,147747
11,PhD,Software Engineer,Kuala Lumpur,Malaysia,7139,85668
3,Bachelor,Data Scientist,Abu Dhabi,UAE,11217,134607
11,Master,Data Scientist,Brisbane,Australia,16896,202759
10,Bachelor,Cybersecurity,Melbourne,Australia,15763,189160
8,Bachelor,Cybersecurity,Lyon,France,9779,117352
8,Bachelor,Cloud Engineer,Rotterdam,Netherlands,12871,154452
8,Master,Software Engineer,Austin,USA,15694,188337
4,PhD,Cloud Engineer,Stockholm,Sweden,14156,169872
